url_post,username,komentar,tanggal_komentar
https://www.instagram.com/p/DS3pyrAkpbP/,navi.sa99__,Ciputra menyala🔥,2025-12-30 09:54:51
https://www.instagram.com/p/DS3pyrAkpbP/,mejikuhibingilu,P8p,2025-12-30 09:47:01
https://www.instagram.com/p/DS3pyrAkpbP/,ayanafida,"Penjual kembang api petasan dan sejenisnya di suru jualan yg lain aja, biar ga polisi udara asap pembakaran bikin g sehat",2025-12-30 09:40:21
https://www.instagram.com/p/DS3pyrAkpbP/,tirtasurya05,"Rak enek kembang api , tapi konser tetep jalan rak kui",2025-12-30 09:37:40
https://www.instagram.com/p/DS3pyrAkpbP/,basuki_tahugimbal,Kewez,2025-12-30 09:29:38
https://www.instagram.com/p/DS3pyrAkpbP/,daffayofandy,🔥🔥🔥,2025-12-30 09:03:06
https://www.instagram.com/p/DS3pyrAkpbP/,ajisantt,Josjis,2025-12-30 08:59:39
https://www.instagram.com/p/DS3pyrAkpbP/,kelaskaryawan_unaki,top Bu Wali ❤️,2025-12-30 08:57:10
https://www.instagram.com/p/DS11q8Qkr_d/,darisem76,Maju trs.... Smg byk yg terinspirasi,2025-12-29 19:33:58
https://www.instagram.com/p/DS11q8Qkr_d/,maydiana54,Masya Allah ❤️ sehat sehat terus Pak Heru & Bu Heru,2025-12-29 19:40:17
https://www.instagram.com/p/DS11q8Qkr_d/,_jon178,Pensiunan ttp semangat,2025-12-29 21:12:46
https://www.instagram.com/p/DS11q8Qkr_d/,nur_indarti6,Semangat Terus 💪💪👌👌,2025-12-29 20:05:35
https://www.instagram.com/p/DS11q8Qkr_d/,dapurklik.id,Sebaik baik manusia adalah yang paling bermanfaat untuk sesama & lingkungannya. SELALU MENYALA PAK & BU HERU.❤️🔥,2025-12-30 04:45:36
https://www.instagram.com/p/DS11q8Qkr_d/,asihwidhi,Mantap kereen banget…👏👏tetap semangat …👍🏻👍🏻,2025-12-30 03:51:38
https://www.instagram.com/p/DS1WHiektbe/,blangkonjowo7068,nyuwun sewu OOT min....malam tahun baru ada acara apa min?,2025-12-29 11:54:37
https://www.instagram.com/p/DS1WHiektbe/,sinikuuuberesin_yaaa,🔥🙌🙌,2025-12-29 11:47:05
https://www.instagram.com/p/DS1WHiektbe/,nolep_776,Kabupaten ga naek kah?,2025-12-30 18:09:15
https://www.instagram.com/p/DS1WHiektbe/,tarilnuraini,Anugerah Wanita Puspakarya sangat menginspirasi perempuan Semarang,2025-12-29 14:40:20
https://www.instagram.com/p/DS1WHiektbe/,naylalrizkina,"Kenaikan UMR jadi kabar baik, semoga kesejahteraan makin meningkat",2025-12-29 14:39:11
https://www.instagram.com/p/DS1WHiektbe/,rizki.hermawan89,Event liburan di Semarang Zoo terdengar seru dan ramah keluarga,2025-12-29 14:39:42
https://www.instagram.com/p/DSy7FcRkhIW/,masnatanpenerjemah,JALAN FATMAWATI BOLONG kaee loh...,2025-12-28 14:15:50
https://www.instagram.com/p/DSy7FcRkhIW/,sekarlwangi,Mantap! Terus tingkatkan pelayanan untuk masyarakat,2025-12-29 14:35:10
https://www.instagram.com/p/DSy7FcRkhIW/,meylisasalsabilah,Pelayanan publik makin terasa manfaatnya,2025-12-29 14:37:11
https://www.instagram.com/p/DSy7FcRkhIW/,febriiyansyahhh,"Keren, aduan warga benar-benar ditindaklanjuti 👍",2025-12-29 14:35:52
https://www.instagram.com/p/DSy7FcRkhIW/,naylalrizkina,Lapor Semar Solusi AWP sangat membantu warga,2025-12-29 14:37:42
https://www.instagram.com/p/DSy7FcRkhIW/,ariefyus,Kelurahan Pudak payung ada pembikinan Arang dekat pemukiman. Yg asapnya bikin sesak nafas masyarakat terdekat. GM tindak lanjutnya,2025-12-28 16:32:14
https://www.instagram.com/p/DSy7FcRkhIW/,kokokprakoso96,Paving Tinggi Menggunung dan Ambles di Kawasan Jalan Citarum sudah lebih 2 bulan membahayakan pengguna jalan. Dan lebih 15 tahun jalan itu TANPA MARKA.,2025-12-28 15:51:51
https://www.instagram.com/p/DSy7FcRkhIW/,finalayuning,Terima kasih atas respon cepat dan solusinya,2025-12-29 14:36:23
https://www.instagram.com/p/DStuB8CEikX/,graciaia,Zwemmmmmmpaaaaakkkkk @na.stitik,2025-12-29 21:21:32
https://www.instagram.com/p/DStuB8CEikX/,nandatandjung,Kantoor : kantor,2025-12-26 13:02:31
https://www.instagram.com/p/DStuB8CEikX/,aak.wawan,Atret = Achter Uit,2025-12-27 10:53:55
https://www.instagram.com/p/DStuB8CEikX/,p_steinmeijer_al_ikhsan,Verboden-perboden  larangan,2025-12-26 12:37:52
https://www.instagram.com/p/DStuB8CEikX/,titaaak23,"Aku ngomong numpak pit , setip d guyu, la nek sisikan kui bhsa seko ndi min",2025-12-28 20:44:00
https://www.instagram.com/p/DStuB8CEikX/,meisyiah_widoningrum,Ngono aku digeguyu jare ndeso. Jebul aku sakkeluarga wis canggih nganggoni boso Belanda aben dino 😂😂😂😂,2025-12-28 16:29:38
https://www.instagram.com/p/DStuB8CEikX/,ratnarahayou,Ternyata kita udah terbiasa ngomongnya pake bahasa Belanda sehari2 ya 😍,2025-12-26 14:23:17
https://www.instagram.com/p/DStuB8CEikX/,_saputrobayu,"Jaman mbah mbah dulu nyebutnya segelo, rong gelo, telung gelo. Kata guru PPKN pas SMP karena orang jawa gak bisa ngomong golden makanya jadi gelo 😂",2025-12-27 16:10:15
https://www.instagram.com/p/DStuB8CEikX/,liem6615,"Brompit (sepeda motor) dari kata bromfiets, kulkas (lemari es) dari kata koelkast, wastafel dari kata was (mencuci) dan tafel (meja).",2026-01-04 19:50:12
https://www.instagram.com/p/DStuB8CEikX/,nahkantypo,Brug = jembatan,2026-01-08 22:46:01
https://www.instagram.com/p/DStuB8CEikX/,krisgesit,"Semarangan: Reting, pal, bruk, brompit, strup, stanplat, setrap, dusgrip, rebuwes, sonder, perboden, bedinde, hèk.",2025-12-27 08:09:21
https://www.instagram.com/p/DStuB8CEikX/,aurelius_bs,"Richting (arah) jadi reting - lampu sign.
Stroop (sirup) jadi setrup
Maak klaar (menyelesaikan) jadi makelar
Dan masih banyak lagi 😂",2025-12-26 12:16:34
https://www.instagram.com/p/DStuB8CEikX/,11second.away,praoto (vraachauto) : truk,2025-12-30 19:11:50
https://www.instagram.com/p/DStuB8CEikX/,wbogo,"Rijbewijs = rebewes/SIM, Handdoek = Anduk, Bromfiets= Brompit (motor), brug= Brug/buk, paal = pal/tugu, kantoor= kantor dll ✍️🤔",2025-12-26 21:01:12
https://www.instagram.com/p/DStuB8CEikX/,mr.krismanto,"Stanplat, baskom, harnet, dusgrip",2025-12-27 05:09:13
https://www.instagram.com/p/DStuB8CEikX/,ikasetyanie,striwel = kaos kai,2025-12-26 12:42:31
https://www.instagram.com/p/DStuB8CEikX/,rizal_vet28,Stefan de Vrij: Stefan libur..,2025-12-26 13:06:41
https://www.instagram.com/p/DStuB8CEikX/,govinda_k4,Anduk : Handoek,2025-12-27 04:12:11
https://www.instagram.com/p/DStuB8CEikX/,yos__soy,Prei = vrij = free,2026-01-06 18:35:04
https://www.instagram.com/p/DStuB8CEikX/,farizqianggie,Setrap: hukuman berasal dari straaf: hukum pidana,2025-12-26 19:38:36
https://www.instagram.com/p/DStuB8CEikX/,gan_teguh,Brandweer = Blangwir = Pemadam kebakaran,2026-01-08 18:01:19
https://www.instagram.com/p/DStuB8CEikX/,anggarwidiyaningsih,Brug (jembatan - bhs Jawa) berasal dari bahasa Belanda,2025-12-26 12:23:37
https://www.instagram.com/p/DStuB8CEikX/,farelino_97,Apakah stroop artinya sirup?,2025-12-26 14:19:07
https://www.instagram.com/p/DStuB8CEikX/,wish_new_90s,"Sendok Porok ""voork"" (garpu)",2025-12-26 22:50:30
https://www.instagram.com/p/DStuB8CEikX/,sellina_arti,Pitt lho best pittt @ulsa.an @fanifa_fahmi @nalfaeniew 😂,2026-01-07 21:05:01
https://www.instagram.com/p/DStuB8CEikX/,ririenmeidiana,"Slordeh (atau lebih tepatnya, slordig atau slordigheid) adalah kata dari Bahasa Belanda yang berarti berantakan, tidak rapi, ceroboh, atau jorok. Ibu sy sering pakai kata ini jika melihat kamar kami berantakan",2025-12-27 17:31:13
https://www.instagram.com/p/DStuB8CEikX/,pietrasarosa2023,Kl porok (garpu) dari fork?,2025-12-27 14:22:39
https://www.instagram.com/p/DStuB8CEikX/,rocker_abal_abal,Burnaskopen = bubur panas kokopen,2025-12-26 13:49:27
https://www.instagram.com/p/DStuB8CEikX/,zambam27,Guwek =kaos kaki,2025-12-26 14:01:34
https://www.instagram.com/p/DStuB8CEikX/,marniniknaning,"bloeddruk"" yang berarti ""tekanan darah"", dalam bahasa Jawa menjadi bludreg sering diartikan pusing karena tekanan darah tinggi",2025-12-28 00:42:12
https://www.instagram.com/p/DStuB8CEikX/,elsardjono,"Kunci bqhasa belandanya sleutel... Jadi selot... Tangga adala de traap jadi trap,",2025-12-30 10:05:41
https://www.instagram.com/p/DStuB8CEikX/,masjiddaarulmuttaqintlogosari,brug,2025-12-26 12:51:06
https://www.instagram.com/p/DStuB8CEikX/,ar_diyaans,adalagi.. Plezier = berlibur di bahasa jawa jadi Plesir.. ada lagi Brug mayoritas tau bahwa brug adalah jembatan. kata itu juga dari Bahasa Belanda,2025-12-29 06:51:35
https://www.instagram.com/p/DStuB8CEikX/,cokimtambunan,Kopig (baca: kopeh) keras kepala. Jarig (baca:yareh) ulang tahun,2025-12-27 19:58:14
https://www.instagram.com/p/DStuB8CEikX/,aloysio_saputro,"Betul, dhuwit itu aslinya kosakata dari bahasa Belanda. Kosakata asli Jawa untuk uang adalah 'kepeng' yang arti aslinya adalah cangkang kerang.",2025-12-26 12:19:08
https://www.instagram.com/p/DStuB8CEikX/,niawanalpha,"Brandweer jadi blangwer,dlm bahasa jawa yg artinya mobil pemadam😂",2025-12-26 17:49:41
https://www.instagram.com/p/DStuB8CEikX/,mahendrapurwa,"Salah satunya kata saklek, dari istilah hukum dalam bahasa Belanda zakelijk, artinya lugas. Kata ini juga diserap ke dalam bahasa Indonesia.",2026-01-08 19:25:46
https://www.instagram.com/p/DStuB8CEikX/,abigail.julius_,"Baru tau klo ""duit"" bahasa belanda... tpi kok malaysia jga pake?",2025-12-27 07:30:46
https://www.instagram.com/p/DStuB8CEikX/,nahalcyon,"Wong jatim ra ruh ""pit"" @alifazn_",2025-12-26 13:50:42
https://www.instagram.com/p/DStuB8CEikX/,kuncorokandank,Trotoar dr blanda tortoarr,2025-12-26 14:07:43
https://www.instagram.com/p/DStuB8CEikX/,bintangkurnia910,Staf = penghapus pekerjaan bos 😂,2025-12-28 19:08:11
https://www.instagram.com/p/DStuB8CEikX/,duriankholil,Nek nduren seko opo ya 🤔,2025-12-27 18:48:11
https://www.instagram.com/p/DStuB8CEikX/,fbogy,"Servet, jadi Serbet dalam bahasa Jawa, artinya kain lap; Wayer dalam bahasa Belanda artinya kabel/kawat, dlm bhs Jawa artinye kipas angin",2025-12-26 12:37:35
https://www.instagram.com/p/DStuB8CEikX/,omm.broo,Ndesss kata aslinya Gondes,2025-12-26 19:41:59
https://www.instagram.com/p/DStuB8CEikX/,pudienbd,@spoont4nn__ apalin,2025-12-27 13:55:00
https://www.instagram.com/p/DStuB8CEikX/,ji454199,Botol,2025-12-27 10:35:38
https://www.instagram.com/p/DStuB8CEikX/,vitradesienoekent_unnes,"Perboden, verboden mungkin ya min",2025-12-26 12:12:45
https://www.instagram.com/p/DStuB8CEikX/,jogja.good,"Spoor itu jalur.
Telaat, listrik,",2025-12-27 07:53:36
https://www.instagram.com/p/DStuB8CEikX/,alankmufti,Brug > berok > jembatan,2025-12-26 12:26:53
https://www.instagram.com/p/DStuB8CEikX/,sieoulebon,Brug = Jembatan,2025-12-26 12:47:01
https://www.instagram.com/p/DStuB8CEikX/,mohamadfarys,handook,2025-12-26 13:15:53
https://www.instagram.com/p/DStuB8CEikX/,apukat,bahasa jawa: langsam (belanda: langzaam) = pelan-pelan,2026-01-18 01:55:13
https://www.instagram.com/p/DStuB8CEikX/,dksetiavan,Stiwel -> kaus kaki,2026-01-16 13:42:32
https://www.instagram.com/p/DStuB8CEikX/,hady_luki,"Rijbewijs (re,-bu-qeijs) surat izin mengemudi dulu sering di gunakan kataz2 ini. Mungkin 70/80an masih inget......😂😂😂😂",2026-01-16 12:50:32
https://www.instagram.com/p/DStuB8CEikX/,anto.an_,brug : jembatan,2026-01-15 10:14:45
https://www.instagram.com/p/DStuB8CEikX/,murnindyapriasto,bangga dengan budaya perbudakan dan penjajahan ...,2026-01-14 07:14:23
https://www.instagram.com/p/DStuB8CEikX/,amerta.93,Kunci inggris,2026-01-12 16:10:12
https://www.instagram.com/p/DStuB8CEikX/,narkosun,Anim,2026-01-12 06:18:40
https://www.instagram.com/p/DStuB8CEikX/,ryns_ai,Laut (selesai),2026-01-10 13:09:51
https://www.instagram.com/p/DStuB8CEikX/,_kangensolo,Woalahhh😂,2026-01-08 16:05:07
https://www.instagram.com/p/DStuB8CEikX/,yuniarsoarifkresno,Teken tanda tangan,2026-01-06 22:34:12
https://www.instagram.com/p/DStuB8CEikX/,yuniarsoarifkresno,Bruk jembatan,2026-01-06 22:33:43
https://www.instagram.com/p/DStuB8CEikX/,hmza_8708,Zwempak ku bolong rek😂,2026-01-06 22:24:51
https://www.instagram.com/p/DStuB8CEikX/,azri.2024,Brug  menjadi mberok ( jembatan mberok) kota lama semarang,2026-01-06 13:13:46
https://www.instagram.com/p/DStuB8CEikX/,mfirdauz89,Ada sktr 100 kosa kata yg mirip,2026-01-06 12:37:00
https://www.instagram.com/p/DStuB8CEikX/,apoy_hidayat,Malaysia Indonesia sama sebut nya Duit,2026-01-05 10:12:15
https://www.instagram.com/p/DStuB8CEikX/,fadhil.pct,kata kencur kata asalnya dari mana,2026-01-05 06:13:46
https://www.instagram.com/p/DStuB8CEikX/,eka_yln24,"Kulkas, handuk, kamar, halte, ember, ban, plesir, dsb",2026-01-05 01:33:16
https://www.instagram.com/p/DStuB8CEikX/,rianosadiosnomos,nyuk??,2026-01-04 23:42:48
https://www.instagram.com/p/DStuB8CEikX/,hadiyan5128,Apakah druwang(kertas) juga termasuk dari bahasa Belanda min?,2026-01-04 21:41:51
https://www.instagram.com/p/DStuB8CEikX/,wibowo1983semarang,"Pensiun, perskot",2026-01-04 17:59:44
https://www.instagram.com/p/DStuB8CEikX/,dewantoro_p,Brug = jembatan @panduu15,2026-01-04 11:43:04
https://www.instagram.com/p/DStuB8CEikX/,refan_nink_endie,Baskom juga katanya dari bahasa Belanda 🙂,2026-01-03 22:33:56
https://www.instagram.com/p/DStuB8CEikX/,stonnow1897,Kalo tanda tangan orang jaman dulu bilangnya TEKEN,2026-01-03 17:09:59
https://www.instagram.com/p/DStuB8CEikX/,renallven,brug juga kah? artinya jembatan,2026-01-01 22:41:29
https://www.instagram.com/p/DStuB8CEikX/,faisal_emoy,Turuk asal kata dari tjuruk yg artinya isi sempak,2026-01-01 17:56:58
https://www.instagram.com/p/DStuB8CEikX/,pijat_semarang_mas_aji,Striwel : kaos kaki,2026-01-01 14:23:05
https://www.instagram.com/p/DStuB8CEikX/,cemip65,"Brug =jembatan ,rantam=wadah lauk",2026-01-01 05:37:26
https://www.instagram.com/p/DStuB8CEikX/,rinikomputer,Kali avoor?,2026-01-01 00:25:26
https://www.instagram.com/p/DStuB8CEikX/,mas.bodhi,Spul = Spoel = Kumparan. Pit = Fiets = Sepeda. Buh/Bug = Brug = Jembatan,2025-12-31 18:32:06
https://www.instagram.com/p/DStuB8CEikX/,pipp.word,Zwempak,2025-12-30 16:11:44
https://www.instagram.com/p/DStuB8CEikX/,si.swanto978,Mberok dr kata de burg 😂😂😂😂,2025-12-30 08:31:25
https://www.instagram.com/p/DStuB8CEikX/,ruci8379,Rebuwes =sim,2025-12-30 05:20:26
https://www.instagram.com/p/DStuB8CEikX/,ziejeinbeteretijden,"molen, praoto",2025-12-30 00:44:06
https://www.instagram.com/p/DStuB8CEikX/,sukmasukma_,"Wah,menarik.Baru tau",2025-12-29 22:23:39
https://www.instagram.com/p/DStuB8CEikX/,yanuari_sakurazawa,"Ngebel : menelfon, asal kata dari 'bel' / 'bellen' (infinitive)",2025-12-29 19:45:45
https://www.instagram.com/p/DStuB8CEikX/,faisal.srimurni,Adus =  douche (douse) = mandi,2025-12-29 19:41:29
https://www.instagram.com/p/DStuB8CEikX/,distropoliz,Brommpitt,2025-12-29 16:46:55
https://www.instagram.com/p/DStuB8CEikX/,fuad0403,Kirain pulpen dari Ballpoint,2025-12-29 10:46:26
https://www.instagram.com/p/DStuB8CEikX/,semarang_indihome,👍,2025-12-29 10:09:39
https://www.instagram.com/p/DStuB8CEikX/,lhadlhah_aja_,Beda crt jg y klo yg njajah dr inggris. Bakal pinter2 bhs inggris kyak malesyia,2025-12-29 06:17:42
https://www.instagram.com/p/DStuB8CEikX/,mikeyee,Neng Solo ono brompit (pit montor),2025-12-29 06:06:55
https://www.instagram.com/p/DStuB8CEikX/,anggaanaksehat,Anu dari mana min,2025-12-28 19:08:28
https://www.instagram.com/p/DStuB8CEikX/,ri.nto5467,Aku masih gk faham gk nyambung (prei dari Vrij,2025-12-28 18:36:27
https://www.instagram.com/p/DStuB8CEikX/,caturjuniar03,Brug = jembatan,2025-12-28 15:56:17
https://www.instagram.com/p/DStuB8CEikX/,cuma_cuma_aja,BASKOM,2025-12-28 13:57:09
https://www.instagram.com/p/DStuB8CEikX/,suki_tuktuk,@ulyarahma_h check it out,2025-12-28 12:37:12
https://www.instagram.com/p/DStuB8CEikX/,ijamfr,Semvak,2025-12-28 12:24:36
https://www.instagram.com/p/DStuB8CEikX/,priogalon,DOBOL : DO BE'OL 😂,2025-12-28 10:20:14
https://www.instagram.com/p/DStuB8CEikX/,afan53064,Pemain Inter Milan Stefan De Vrij,2025-12-28 10:12:37
https://www.instagram.com/p/DStuB8CEikX/,deylleia,zwempax :v,2025-12-28 10:10:15
https://www.instagram.com/p/DStuB8CEikX/,bibik.widi,Kreteg kayanya deh.,2025-12-28 10:01:25
https://www.instagram.com/p/DStuB8CEikX/,irfnrd,"Koelkast: kulkas, handdoek: Handuk,",2025-12-28 09:52:03
https://www.instagram.com/p/DStuB8CEikX/,mrdean2639,ike dari kata ik,2025-12-28 09:26:44
https://www.instagram.com/p/DStuB8CEikX/,ismi.arifin,Cepirit,2025-12-28 09:16:00
https://www.instagram.com/p/DStuB8CEikX/,yohanindra62,"Mokmen, plumbir",2025-12-28 09:02:54
https://www.instagram.com/p/DStuB8CEikX/,duljon194,"Ada kata yg tadi dijelaskan, ternyata banyak juga yg ada di Bahasa Sunda",2025-12-28 07:27:00
https://www.instagram.com/p/DStuB8CEikX/,ardiannw,berarti kalo stefan de vrij artinya stefan yang libur 🗿,2025-12-28 00:30:41
https://www.instagram.com/p/DStuB8CEikX/,yohanes_robby,"Brug, jembatan",2025-12-27 22:42:43
https://www.instagram.com/p/DStuB8CEikX/,cah_ngapak2020,"VIRGIL VAN DIJK
PATRICK KLUIVERT
JOHAN CRUIJFF
DENNIS BERGKAMP
ARJEN ROBBEN
WIM KIEFT
RONALD KOEMAN
ARNOLD MUHREN
GUUS HIDDINK
STANLEY MENZO
JOHNY REP
JOHAN NEESKENS",2025-12-27 22:18:55
https://www.instagram.com/p/DStuB8CEikX/,andreas_maxmartin,De Gaan,2025-12-27 21:55:59
https://www.instagram.com/p/DStuB8CEikX/,syahril_muadz,Telaat,2025-12-27 21:44:13
https://www.instagram.com/p/DStuB8CEikX/,6854.agus,Sketsel --> schetsen,2025-12-27 21:34:04
https://www.instagram.com/p/DStuB8CEikX/,herawanlusiono,Zonder,2025-12-27 21:04:01
https://www.instagram.com/p/DStuB8CEikX/,salimiwansumarji,Handoek jd handuk,2025-12-27 19:35:39
https://www.instagram.com/p/DStuB8CEikX/,kevi.nazka24,Kalau ontel gmn tuh?,2025-12-27 19:01:11
https://www.instagram.com/p/DStuB8CEikX/,ekosoetarmo,"Wong mBanyumas ya esih ngarani blik udu blek min, tegel udu tekel, ana maning brug (jembatan), patrol (pos kamling) 😂😂",2025-12-27 18:18:26
https://www.instagram.com/p/DStuB8CEikX/,setiawantegal,Brug = jembatan,2025-12-27 17:45:10
https://www.instagram.com/p/DStuB8CEikX/,selalu8278,Bangkrut,2025-12-27 16:51:15
https://www.instagram.com/p/DStuB8CEikX/,arief.r1977,Bedinde : pembantu,2025-12-27 16:03:09
https://www.instagram.com/p/DStuB8CEikX/,denis_nhd,Stanplat,2025-12-27 15:48:20
https://www.instagram.com/p/DStuB8CEikX/,odu_ardi7,"stroop, setrup=sirup, kalau cuti itu dari bahasa Sansekerta/India, ijin libur dari kerja",2025-12-27 15:18:27
https://www.instagram.com/p/DStuB8CEikX/,randreadc,"Goblok, dari bahas voc : Govelock",2025-12-27 14:58:14
https://www.instagram.com/p/DStuB8CEikX/,raharjorahmat_10,Breendweer = BLANGWIR @adebhakti 😂,2025-12-27 13:28:35
https://www.instagram.com/p/DStuB8CEikX/,raihanabdulfattah02,Kelar,2025-12-27 12:45:45
https://www.instagram.com/p/DStuB8CEikX/,sinyo_roban,Brug/ bridge/jembatan,2025-12-27 12:05:59
https://www.instagram.com/p/DStuB8CEikX/,supriyah1,buik = kaos kaki,2025-12-27 11:58:17
https://www.instagram.com/p/DStuB8CEikX/,dankato_1905,Biahlool Juga dari bahasa Belanda,2025-12-27 11:42:53
https://www.instagram.com/p/DStuB8CEikX/,pendrex,Speedbump,2025-12-27 09:58:09
https://www.instagram.com/p/DStuB8CEikX/,ajiek_92,"Bensin ?? Kan bahasa indonesia nya bahan bakar minyak atau bbm, nek wong semarangan nyebute bensin apa dari belanda ya bensin = benzin",2025-12-27 08:17:30
https://www.instagram.com/p/DStuB8CEikX/,yusufindraone,stroom,2025-12-27 00:33:35
https://www.instagram.com/p/DStuB8CEikX/,yuda.ardianto,"Kulkas, kost jg dari bhs belanda",2025-12-26 23:25:23
https://www.instagram.com/p/DStuB8CEikX/,rgilangajip,Bukan stip tapio Busek😂😂😂,2025-12-26 14:51:28
https://www.instagram.com/p/DStuB8CEikX/,booth_diesya,Zonder.. sonder atau tanpo.. maaf klo salah,2025-12-26 13:38:57
https://www.instagram.com/p/DStuB8CEikX/,dgpngdh,Beskap: Baskov,2025-12-26 13:11:49
https://www.instagram.com/p/DSq-dYREq8u/,koosamm_,Met Natall Bu Agustin.. met Natall juga Kota Semarangg👏❤️,2025-12-25 23:55:28
https://www.instagram.com/p/DSq-dYREq8u/,maleachimasrini,Selamat Natal ibu.smoga natal menjadi berkah buat Kel besar hidup slalu sukacita  Amen gbu all family❤️,2025-12-25 11:46:20
https://www.instagram.com/p/DSq-dYREq8u/,themanagement.asia,Merry Christmas 🎄,2025-12-25 13:34:17
https://www.instagram.com/p/DSq-dYREq8u/,smp_st.bellarminus,Merry Christmas 🎄🎁,2025-12-25 17:48:38
https://www.instagram.com/p/DSq-dYREq8u/,semarang_spa_,🔥🔥🔥🔥🔥🔥🔥🔥🔥,2025-12-26 21:55:42
https://www.instagram.com/p/DSpvuAEElrM/,meylisasalsabilah,Apresiasi setinggi-tingginya untuk Pemkot Semarang yang selalu hadir memastikan perayaan Natal berjalan aman dan lancar,2025-12-25 03:57:41
https://www.instagram.com/p/DSpvuAEElrM/,naylalrizkina,Upaya menjaga situasi kondusif seperti ini membuat masyarakat merasa lebih tenang dan nyaman saat merayakan hari besar keagamaan,2025-12-25 03:58:06
https://www.instagram.com/p/DSpvuAEElrM/,febriiyansyahhh,Kehadiran Wakil Wali Kota Semarang menunjukkan komitmen nyata pemerintah dalam menjaga keamanan dan kenyamanan umat Kristiani saat beribadah Natal,2025-12-25 03:55:40
https://www.instagram.com/p/DSpvuAEElrM/,finalayuning,Langkah pemantauan ini mencerminkan kepedulian pemerintah terhadap kerukunan dan toleransi antarumat beragama di Kota Semarang,2025-12-25 03:56:41
https://www.instagram.com/p/DSpvuAEElrM/,rizki.hermawan89,Tindakan ini menjadi contoh nyata bagaimana pemerintah hadir di tengah masyarakat tanpa membeda-bedakan,2025-12-25 03:58:34
https://www.instagram.com/p/DSpUT9NAXOP/,dominikusnovian,Dunia pendidikan kok blm ada yaa,2025-12-24 20:15:40
https://www.instagram.com/p/DSpUT9NAXOP/,krisnaditya11,Halah nyatane jek akeh pabrik sing bayar upah neng ngisor UMR😂😂,2025-12-25 18:31:36
https://www.instagram.com/p/DSpUT9NAXOP/,dzaki_am,UMR nakes gak ada ya? 😂,2025-12-24 19:25:40
https://www.instagram.com/p/DSpUT9NAXOP/,bagasrino25,Alhamdulillah mundak 200.. alhamdulillah kebutuhan.e yo sansoyo larang kabeh.. alhamdulillah wes dikei urip enak karo gusti allah sehat ora due penyakit.. 😂,2025-12-25 10:30:41
https://www.instagram.com/p/DSpUT9NAXOP/,mirzamusthafa_,"umr 3, sekian, tapi ono wae seng bayarane 1juta sesasi😍",2025-12-25 04:53:30
https://www.instagram.com/p/DSpUT9NAXOP/,mithapraditaa,Tetep aja gaji dibawah umr😢 ya mba,2026-01-06 00:08:13
https://www.instagram.com/p/DSpUT9NAXOP/,wahyuagung869,Pantesan dandan hp mundak 25k grgr umk mundak akeh,2025-12-25 12:50:07
https://www.instagram.com/p/DSpUT9NAXOP/,a.a_azmi,"3,7jt : 30 hari & cicilan . Beuuh",2025-12-25 11:09:04
https://www.instagram.com/p/DSpUT9NAXOP/,riga.wijaya,Umr di bawah 3 jt nyimak 😢,2025-12-25 10:38:58
https://www.instagram.com/p/DSpUT9NAXOP/,oktodwialdi,UMR shope kok gak naik ya pak,2025-12-30 20:14:44
https://www.instagram.com/p/DSpUT9NAXOP/,rizal_m_abror,"Baru diumumkan saja, harga sembako dll sudah pada naik. 😢",2025-12-26 08:22:49
https://www.instagram.com/p/DSpUT9NAXOP/,madpixelate,"POV: UMR 3,7jt tapi kerjo ning usaha milik pribadi 😂😂😂",2025-12-24 19:20:01
https://www.instagram.com/p/DSpUT9NAXOP/,untag.semarang,Sedikit atau banyak tetap disyukuri ❤️,2025-12-25 07:55:05
https://www.instagram.com/p/DSpUT9NAXOP/,dwiadiyuniarto,RAMASUK,2025-12-25 05:42:33
https://www.instagram.com/p/DSpUT9NAXOP/,fiqiii_part2,Karyawan hotel gor iso mlongo tok😢,2025-12-25 08:43:51
https://www.instagram.com/p/DSpUT9NAXOP/,khanzakhayla_almira,Gaji boleh naik . Tapi harga bahan pokok semua juga naik...,2025-12-25 10:28:33
https://www.instagram.com/p/DSpUT9NAXOP/,lastparkerr,umr naik tp masih banyak yg dibawah umr😂,2025-12-25 16:30:37
https://www.instagram.com/p/DSpUT9NAXOP/,nandawithram,"gak peduli (gaji gw tetep dua digit, dua juta lebih dikit)",2025-12-25 05:08:43
https://www.instagram.com/p/DSpUT9NAXOP/,dnl.memett,"lumayan UMR e dadi 7,3juta",2025-12-24 19:20:40
https://www.instagram.com/p/DSpUT9NAXOP/,r_fun02,Kalo ada yang dibawah umk gimana min???,2025-12-24 20:39:06
https://www.instagram.com/p/DSpUT9NAXOP/,sani_m120,Sembako ne mundak ga?,2025-12-25 09:08:05
https://www.instagram.com/p/DSpUT9NAXOP/,johannesclinton_,Tp anehnya biaya ngopi di sana hampir sama dgn di Jakarta loh,2025-12-26 13:02:04
https://www.instagram.com/p/DSpUT9NAXOP/,djsam_konveksi_semarang,"UMK naik , namun harga barang ikut naik😁",2025-12-25 09:16:10
https://www.instagram.com/p/DSpUT9NAXOP/,dannyz_54,yg ikut kerja sama orang cina jgn berharap dpt segitu banyak😂,2025-12-25 00:58:34
https://www.instagram.com/p/DSpUT9NAXOP/,haryono164,Jangan sampai digembosi dg 6 hr sekolah,2025-12-25 05:18:40
